indicator,indicator_type,threat_type,severity,source,first_seen,label
198.51.100.200,ipv4,botnet,high,internal_soc_export,2026-08-02T23:00:00,suspicious
3f74f86eb8f49380cce5ca67268bd6ed7b8b96628590a0246381d0eda067a3a8,sha256,malware_delivery,low,opensource_feed_a,2026-06-04T02:00:00,suspicious
537081228fa2b628185980ad9d8e152a65463a67,sha1,data_exfiltration,medium,internal_soc_export,2026-07-29T23:00:00,suspicious
de5ff4a3d7619cb197d57bc92d96636d9ff6eab5b7114acd8a13a9687e844d62,sha256,phishing,high,internal_soc_export,2026-07-30T02:00:00,malicious
http://verify543.example.org/download,url,botnet,low,internal_soc_export,2026-07-21T13:00:00,suspicious
http://files544.example.org/a,url,malware_delivery,high,opensource_feed_a,2026-07-24T19:00:00,suspicious
http://account545.example.org/login,url,botnet,medium,opensource_feed_a,2026-07-03T21:00:00,suspicious
198.51.100.85,ipv4,scanning,critical,internal_soc_export,2026-08-10T16:00:00,suspicious
381b7e4f8dc12c7a1af07b1c1d800525,md5,scanning,medium,internal_soc_export,2026-07-15T23:00:00,benign
192.0.2.59,ipv4,phishing,low,opensource_feed_b,2026-07-06T12:00:00,suspicious
198.51.100.132,ipv4,command_and_control,high,opensource_feed_a,2026-07-31T03:00:00,suspicious
203.0.113.121,ipv4,data_exfiltration,medium,opensource_feed_b,2026-06-01T19:00:00,suspicious
api551.example.com,domain,command_and_control,high,internal_soc_export,2026-06-14T22:00:00,malicious
192.0.2.68,ipv4,phishing,high,opensource_feed_b,2026-06-06T06:00:00,malicious
a806c02b9f51d3aa0b4b552b2ce9fe0a44bf17e85f8008a08995cf1eecbf54d9,sha256,unknown,high,opensource_feed_a,2026-07-04T23:00:00,suspicious
dbdbea0515b431c02bebee8e805a605812c6b03b,sha1,botnet,critical,opensource_feed_b,2026-06-14T01:00:00,malicious
static555.example.com,domain,unknown,medium,opensource_feed_b,2026-06-26T06:00:00,benign
http://verify556.example.org/index,url,unknown,high,internal_soc_export,2026-08-06T02:00:00,suspicious
198.51.100.231,ipv4,malware_delivery,high,opensource_feed_a,2026-07-14T05:00:00,malicious
0c555ec913ff540925d3e36b247dc9aecc84851c957d4c3b9716edc42c03e376,sha256,botnet,critical,opensource_feed_b,2026-06-16T03:00:00,malicious
198.51.100.97,ipv4,unknown,low,opensource_feed_a,2026-06-07T18:00:00,benign
cdn560.example.com,domain,unknown,medium,opensource_feed_a,2026-07-20T14:00:00,benign
http://img561.example.org/a,url,phishing,medium,opensource_feed_b,2026-06-24T11:00:00,suspicious
74d0a02ea4f6ffcc5ae3355c64953132,md5,command_and_control,medium,internal_soc_export,2026-06-06T05:00:00,suspicious
203.0.113.138,ipv4,botnet,critical,internal_soc_export,2026-07-05T18:00:00,suspicious
login564.example.com,domain,malware_delivery,low,internal_soc_export,2026-07-18T15:00:00,suspicious
update565.example.com,domain,brute_force,low,internal_soc_export,2026-06-26T20:00:00,benign
06f69746db54cb4a992f12d2aba9e4d9f351dda3,sha1,data_exfiltration,medium,internal_soc_export,2026-08-08T12:00:00,suspicious
cdn567.example.com,domain,malware_delivery,medium,opensource_feed_b,2026-06-12T20:00:00,suspicious
198.51.100.18,ipv4,brute_force,high,opensource_feed_a,2026-06-03T14:00:00,suspicious
api569.example.com,domain,botnet,high,opensource_feed_b,2026-06-04T07:00:00,malicious
static570.example.com,domain,brute_force,high,opensource_feed_a,2026-08-04T05:00:00,suspicious
203.0.113.236,ipv4,data_exfiltration,critical,opensource_feed_b,2026-08-03T11:00:00,malicious
cdn572.example.com,domain,data_exfiltration,high,opensource_feed_b,2026-06-19T06:00:00,suspicious
203.0.113.108,ipv4,botnet,critical,opensource_feed_a,2026-07-02T01:00:00,malicious
static574.example.com,domain,botnet,high,opensource_feed_a,2026-08-10T10:00:00,suspicious
192.0.2.85,ipv4,command_and_control,low,opensource_feed_a,2026-07-10T16:00:00,suspicious
198.51.100.182,ipv4,scanning,medium,opensource_feed_b,2026-06-21T13:00:00,benign
61b77abf87c664f0012890ed51244bb0,md5,brute_force,high,internal_soc_export,2026-08-09T16:00:00,suspicious
2a9cb575a1d4b9fb0311b85b964e1c75831adfcf,sha1,scanning,high,opensource_feed_a,2026-06-23T22:00:00,suspicious
8e464dfa57e446f652887525a0a1e8db8505f3c5119b8d6e6c3d301f3da11fd4,sha256,botnet,critical,internal_soc_export,2026-07-19T15:00:00,malicious
198.51.100.92,ipv4,scanning,critical,opensource_feed_b,2026-08-01T08:00:00,suspicious
login581.example.com,domain,malware_delivery,high,opensource_feed_b,2026-07-31T12:00:00,malicious
203.0.113.123,ipv4,malware_delivery,high,internal_soc_export,2026-06-10T06:00:00,suspicious
http://verify583.example.org/login,url,phishing,critical,internal_soc_export,2026-08-08T04:00:00,malicious
d5d949cbe4a1f014b62d0674cc9f00dd10485b3cec4a1ee4b2b53b98e07bb695,sha256,botnet,high,opensource_feed_b,2026-07-14T03:00:00,suspicious
static585.example.com,domain,phishing,medium,opensource_feed_b,2026-07-03T04:00:00,suspicious
http://files586.example.org/download,url,unknown,medium,internal_soc_export,2026-07-15T06:00:00,benign
192.0.2.6,ipv4,unknown,high,opensource_feed_a,2026-06-11T23:00:00,benign
http://files588.example.org/login,url,scanning,high,opensource_feed_a,2026-07-03T20:00:00,suspicious
faae019cccb37f149200ff4354c664a49e73afdb4a2adfc36dd1d64957941825,sha256,command_and_control,medium,opensource_feed_a,2026-07-10T07:00:00,suspicious
login590.example.com,domain,malware_delivery,medium,opensource_feed_a,2026-08-03T06:00:00,malicious
192.0.2.88,ipv4,malware_delivery,medium,internal_soc_export,2026-06-19T20:00:00,suspicious
6b8f15f9fb332b0690854331aebf03d8,md5,brute_force,low,internal_soc_export,2026-06-05T09:00:00,benign
http://verify593.example.org/index,url,scanning,high,opensource_feed_a,2026-08-06T01:00:00,suspicious
198.51.100.137,ipv4,brute_force,critical,internal_soc_export,2026-08-01T02:00:00,suspicious
aafaefb7957cb00cf34fcc919e5b57fb,md5,phishing,medium,internal_soc_export,2026-07-15T06:00:00,benign
198.51.100.175,ipv4,scanning,low,opensource_feed_b,2026-06-13T05:00:00,benign
login597.example.com,domain,command_and_control,high,opensource_feed_b,2026-07-23T21:00:00,malicious
20c462fc42b451890dd32a3984530c4f,md5,data_exfiltration,high,internal_soc_export,2026-07-06T16:00:00,malicious
198.51.100.216,ipv4,botnet,high,internal_soc_export,2026-07-20T03:00:00,suspicious
7aaa503dc6f91af826aee769347e42e6,md5,botnet,high,opensource_feed_a,2026-06-17T06:00:00,malicious
192.0.2.25,ipv4,phishing,high,opensource_feed_a,2026-07-07T06:00:00,suspicious
login602.example.com,domain,scanning,medium,opensource_feed_a,2026-08-07T15:00:00,benign
update603.example.com,domain,command_and_control,critical,internal_soc_export,2026-06-24T06:00:00,malicious
192.0.2.49,ipv4,scanning,high,opensource_feed_b,2026-06-10T02:00:00,benign
192.0.2.116,ipv4,phishing,medium,opensource_feed_b,2026-06-27T21:00:00,suspicious
203.0.113.128,ipv4,malware_delivery,critical,opensource_feed_b,2026-06-13T20:00:00,malicious
49c5be8d4e85a126241fe3c1b14bd7178d811416ac979176815335e9669d21bc,sha256,command_and_control,critical,opensource_feed_b,2026-06-13T03:00:00,malicious
ec8c0c5b0c2e6e6f2d2ae20f25bebf06,md5,command_and_control,medium,opensource_feed_b,2026-06-12T01:00:00,suspicious
509d7f08ab8ec678378fc5dd5e355f0fea69340b,sha1,command_and_control,critical,internal_soc_export,2026-07-24T09:00:00,malicious
203.0.113.26,ipv4,phishing,high,opensource_feed_a,2026-06-05T04:00:00,suspicious
update611.example.com,domain,phishing,low,opensource_feed_a,2026-06-05T14:00:00,suspicious
203.0.113.197,ipv4,unknown,critical,opensource_feed_b,2026-07-21T14:00:00,suspicious
192.0.2.201,ipv4,brute_force,low,opensource_feed_a,2026-07-30T13:00:00,benign
fccfa82f7ff11ce7a2f6dd5d7ac4a1bea1096b5833a92bdf35791921db0347e2,sha256,phishing,critical,internal_soc_export,2026-07-13T20:00:00,malicious
static615.example.com,domain,unknown,high,opensource_feed_b,2026-06-24T14:00:00,benign
192.0.2.2,ipv4,command_and_control,high,internal_soc_export,2026-06-08T14:00:00,malicious
192.0.2.112,ipv4,command_and_control,critical,opensource_feed_a,2026-06-04T02:00:00,malicious
http://files618.example.org/a,url,botnet,medium,opensource_feed_a,2026-06-18T19:00:00,suspicious
192.0.2.186,ipv4,phishing,critical,internal_soc_export,2026-07-06T13:00:00,malicious
api620.example.com,domain,botnet,low,opensource_feed_a,2026-07-02T00:00:00,suspicious
update621.example.com,domain,malware_delivery,low,internal_soc_export,2026-07-22T09:00:00,suspicious
login622.example.com,domain,data_exfiltration,medium,opensource_feed_b,2026-06-23T00:00:00,suspicious
203.0.113.62,ipv4,brute_force,low,opensource_feed_a,2026-07-19T13:00:00,benign
192.0.2.152,ipv4,scanning,medium,internal_soc_export,2026-06-13T00:00:00,benign
fff891c56bb3f9d03a31d947f2f4e1d115fe6fcc,sha1,malware_delivery,low,opensource_feed_b,2026-06-11T22:00:00,suspicious
http://files626.example.org/login,url,malware_delivery,critical,opensource_feed_b,2026-07-21T02:00:00,malicious
192.0.2.47,ipv4,scanning,critical,internal_soc_export,2026-07-13T10:00:00,suspicious
198.51.100.154,ipv4,scanning,medium,opensource_feed_a,2026-07-27T14:00:00,benign
203.0.113.170,ipv4,malware_delivery,medium,opensource_feed_a,2026-07-18T19:00:00,suspicious
91e6f37114e0454886f829d3313a4ea31e10fbac,sha1,command_and_control,medium,opensource_feed_b,2026-06-06T21:00:00,suspicious
192.0.2.168,ipv4,malware_delivery,medium,opensource_feed_a,2026-07-06T03:00:00,suspicious
6fe1e19b54d08cf8c4649052c754d6a8,md5,malware_delivery,critical,opensource_feed_a,2026-06-26T19:00:00,malicious
http://secure633.example.org/a,url,brute_force,medium,opensource_feed_a,2026-06-27T10:00:00,suspicious
192.0.2.78,ipv4,scanning,medium,opensource_feed_a,2026-07-15T04:00:00,benign
192.0.2.6,ipv4,data_exfiltration,critical,opensource_feed_a,2026-07-29T05:00:00,malicious
c70a4c2cfa53447693e4df1fe9320ba2,md5,scanning,medium,opensource_feed_a,2026-06-07T04:00:00,benign
http://files637.example.org/a,url,malware_delivery,medium,internal_soc_export,2026-07-17T15:00:00,suspicious
23810fbaddf227cd931925a8f45b048e6829ab89,sha1,unknown,medium,internal_soc_export,2026-07-17T22:00:00,benign
192.0.2.77,ipv4,data_exfiltration,high,opensource_feed_b,2026-06-02T13:00:00,suspicious
cdn640.example.com,domain,phishing,high,opensource_feed_b,2026-08-02T00:00:00,suspicious
428e0e6e5bf105dbd813f28c3f0a77394084deba,sha1,command_and_control,medium,internal_soc_export,2026-08-01T18:00:00,suspicious
203.0.113.140,ipv4,command_and_control,high,opensource_feed_a,2026-07-08T02:00:00,malicious
static643.example.com,domain,phishing,high,opensource_feed_a,2026-06-13T16:00:00,suspicious
update644.example.com,domain,data_exfiltration,critical,internal_soc_export,2026-08-03T14:00:00,malicious
http://secure645.example.org/index,url,command_and_control,medium,internal_soc_export,2026-06-01T16:00:00,malicious
192.0.2.221,ipv4,malware_delivery,medium,opensource_feed_b,2026-07-20T16:00:00,suspicious
api647.example.com,domain,scanning,medium,internal_soc_export,2026-06-22T18:00:00,benign
http://secure648.example.org/login,url,scanning,high,opensource_feed_a,2026-06-01T10:00:00,suspicious
http://img649.example.org/download,url,brute_force,critical,internal_soc_export,2026-07-27T04:00:00,suspicious
203.0.113.71,ipv4,command_and_control,medium,opensource_feed_b,2026-07-31T20:00:00,suspicious
cdn651.example.com,domain,botnet,critical,opensource_feed_b,2026-08-07T13:00:00,suspicious
34d3cbe69b4e73ea4c69cc3102b96d56,md5,scanning,low,opensource_feed_b,2026-06-08T07:00:00,benign
f39c4092443a08170195737e1a780724,md5,scanning,medium,opensource_feed_a,2026-08-02T07:00:00,benign
mail654.example.com,domain,malware_delivery,high,opensource_feed_b,2026-06-15T00:00:00,suspicious
198.51.100.130,ipv4,malware_delivery,medium,opensource_feed_b,2026-06-15T23:00:00,suspicious
http://verify656.example.org/index,url,scanning,critical,opensource_feed_b,2026-06-30T21:00:00,suspicious
198.51.100.94,ipv4,botnet,low,opensource_feed_b,2026-07-25T20:00:00,benign
static658.example.com,domain,command_and_control,high,internal_soc_export,2026-06-20T19:00:00,suspicious
192.0.2.169,ipv4,unknown,high,opensource_feed_b,2026-06-04T23:00:00,benign
192.0.2.246,ipv4,botnet,critical,opensource_feed_b,2026-08-10T19:00:00,malicious
static661.example.com,domain,unknown,high,opensource_feed_a,2026-07-21T03:00:00,suspicious
192.0.2.181,ipv4,brute_force,medium,opensource_feed_a,2026-06-09T14:00:00,benign
198.51.100.21,ipv4,scanning,medium,opensource_feed_a,2026-06-13T22:00:00,benign
198.51.100.166,ipv4,malware_delivery,high,opensource_feed_a,2026-06-15T05:00:00,malicious
api665.example.com,domain,scanning,low,opensource_feed_a,2026-07-19T03:00:00,benign
192.0.2.57,ipv4,brute_force,high,opensource_feed_a,2026-06-04T09:00:00,suspicious
198.51.100.11,ipv4,unknown,critical,opensource_feed_a,2026-06-30T01:00:00,suspicious
a71dec02a8391ca161ee0a204c0a68e86fc2d602dfe5ecd0bddd0a3a64ccb7d7,sha256,command_and_control,low,opensource_feed_a,2026-07-16T23:00:00,suspicious
192.0.2.53,ipv4,brute_force,high,opensource_feed_b,2026-07-22T14:00:00,suspicious
192.0.2.165,ipv4,brute_force,high,opensource_feed_a,2026-07-06T14:00:00,suspicious
203.0.113.67,ipv4,phishing,low,internal_soc_export,2026-08-01T22:00:00,benign
d99aebef82a6ad41d316e538716a06601ff6e719,sha1,malware_delivery,critical,opensource_feed_a,2026-06-22T16:00:00,malicious
static673.example.com,domain,data_exfiltration,medium,opensource_feed_a,2026-07-13T06:00:00,suspicious
29ba5f059f048daf10464b7eaa52054195b41d26d4d9f7201470a93f7884e93a,sha256,scanning,critical,opensource_feed_a,2026-07-26T12:00:00,suspicious
cdn675.example.com,domain,botnet,medium,opensource_feed_a,2026-07-07T15:00:00,suspicious
http://img676.example.org/login,url,command_and_control,medium,internal_soc_export,2026-06-09T19:00:00,suspicious
http://files677.example.org/login,url,botnet,high,opensource_feed_a,2026-06-29T18:00:00,malicious
203.0.113.85,ipv4,scanning,low,opensource_feed_b,2026-06-18T02:00:00,benign
192.0.2.170,ipv4,brute_force,high,opensource_feed_a,2026-06-29T11:00:00,suspicious
http://img680.example.org/a,url,phishing,high,opensource_feed_b,2026-06-07T13:00:00,suspicious
04a07ca72a22a1912beb8d958a992612,md5,scanning,medium,opensource_feed_a,2026-07-02T00:00:00,benign
login682.example.com,domain,malware_delivery,critical,internal_soc_export,2026-07-02T20:00:00,malicious
192.0.2.206,ipv4,botnet,high,opensource_feed_a,2026-07-11T06:00:00,suspicious
http://account684.example.org/download,url,malware_delivery,high,opensource_feed_b,2026-06-02T03:00:00,malicious
03a3cff2ca7632bb3841acea54dc8e6da13f741f21370f4bf6a5c7f5a22e7539,sha256,malware_delivery,medium,internal_soc_export,2026-06-24T10:00:00,suspicious
http://secure686.example.org/index,url,scanning,high,opensource_feed_a,2026-06-08T13:00:00,suspicious
39937fa3f3c4ee7d31ec890afcdc8dc9ef3126e4247398cadc148dddbc105429,sha256,command_and_control,high,internal_soc_export,2026-06-14T17:00:00,suspicious
198.51.100.41,ipv4,command_and_control,low,internal_soc_export,2026-07-29T05:00:00,benign
05e6ca5421708f00a76e0c90dbd3652b,md5,brute_force,high,opensource_feed_a,2026-06-28T17:00:00,suspicious
198.51.100.42,ipv4,unknown,low,opensource_feed_a,2026-06-25T17:00:00,benign
mail691.example.com,domain,unknown,low,opensource_feed_b,2026-08-07T01:00:00,benign
1f1f315219b458bb7f17c91d53f2ed29,md5,botnet,low,opensource_feed_a,2026-07-04T17:00:00,benign
update693.example.com,domain,botnet,high,opensource_feed_a,2026-06-07T00:00:00,suspicious
203.0.113.48,ipv4,data_exfiltration,high,opensource_feed_a,2026-07-21T12:00:00,suspicious
http://img695.example.org/a,url,unknown,low,internal_soc_export,2026-06-18T06:00:00,benign
1278b8bbabab032b6a4074b591986cebe3930faff7a6095c2db3d56d81c231f3,sha256,data_exfiltration,medium,opensource_feed_b,2026-06-08T17:00:00,suspicious
9c4e47f29529cbfafadbc504f33ae7ef,md5,botnet,high,opensource_feed_b,2026-07-21T04:00:00,suspicious
login698.example.com,domain,command_and_control,high,opensource_feed_b,2026-07-17T19:00:00,malicious
login699.example.com,domain,botnet,medium,opensource_feed_b,2026-07-03T08:00:00,malicious
290ef57a08c88b81e1dafdd53057f580339e8f6548a95bd050c2a8684c15ef5b,sha256,brute_force,low,opensource_feed_a,2026-06-22T05:00:00,benign
192.0.2.202,ipv4,botnet,high,opensource_feed_b,2026-07-21T20:00:00,malicious
fa0c527c569051e76136b97fc698a9a1,md5,malware_delivery,medium,opensource_feed_b,2026-06-09T03:00:00,suspicious
http://img703.example.org/download,url,botnet,medium,opensource_feed_b,2026-06-15T03:00:00,suspicious
198.51.100.164,ipv4,botnet,high,opensource_feed_a,2026-07-04T03:00:00,malicious
mail705.example.com,domain,scanning,low,internal_soc_export,2026-06-11T19:00:00,benign
203.0.113.213,ipv4,malware_delivery,low,opensource_feed_a,2026-07-20T00:00:00,suspicious
198.51.100.25,ipv4,phishing,critical,opensource_feed_a,2026-06-17T04:00:00,malicious
198.51.100.156,ipv4,botnet,critical,opensource_feed_b,2026-07-04T05:00:00,malicious
http://verify709.example.org/a,url,brute_force,high,opensource_feed_a,2026-07-14T22:00:00,suspicious
937f27b52d8834bdc6d513168e0290c8,md5,unknown,high,internal_soc_export,2026-07-22T16:00:00,benign
mail711.example.com,domain,brute_force,medium,opensource_feed_b,2026-06-10T03:00:00,benign
api712.example.com,domain,brute_force,high,opensource_feed_b,2026-06-02T18:00:00,suspicious
b4ecc2a0edc600714eda7ccb31fbd1f1,md5,scanning,low,opensource_feed_a,2026-07-31T22:00:00,benign
d9957c986ecd758447fe829e92de2cd40513a0dd66dcb67392a5653253cec3cf,sha256,malware_delivery,medium,internal_soc_export,2026-06-29T16:00:00,suspicious
192.0.2.99,ipv4,malware_delivery,low,opensource_feed_b,2026-07-23T02:00:00,suspicious
37638be29955a2432e6b13f5272f30baa95611765ce82eb5126e40eebd7adc97,sha256,scanning,low,opensource_feed_b,2026-06-08T20:00:00,benign
a981e7d5ac7621d66e89c65174f62ec7dd41759c,sha1,command_and_control,low,opensource_feed_b,2026-07-28T07:00:00,suspicious
login718.example.com,domain,data_exfiltration,critical,opensource_feed_b,2026-07-18T00:00:00,malicious
http://account719.example.org/index,url,command_and_control,high,opensource_feed_a,2026-07-03T05:00:00,malicious
203.0.113.60,ipv4,brute_force,low,opensource_feed_b,2026-06-08T21:00:00,benign
http://secure721.example.org/index,url,scanning,low,opensource_feed_b,2026-06-07T10:00:00,benign
198.51.100.112,ipv4,brute_force,high,opensource_feed_b,2026-07-31T13:00:00,suspicious
203.0.113.223,ipv4,unknown,critical,opensource_feed_b,2026-06-22T07:00:00,suspicious
static724.example.com,domain,data_exfiltration,low,opensource_feed_a,2026-07-17T21:00:00,suspicious
203.0.113.94,ipv4,phishing,critical,opensource_feed_b,2026-06-27T08:00:00,malicious
8f664b6ff25973aaceb427ac033c0f48c8502e105be6fc742deb7232f796ee15,sha256,botnet,high,opensource_feed_a,2026-06-04T14:00:00,suspicious
192.0.2.246,ipv4,unknown,medium,opensource_feed_b,2026-07-16T23:00:00,benign
192.0.2.243,ipv4,phishing,low,opensource_feed_b,2026-06-13T05:00:00,benign
c5bb58355671f4359ad439883497b91fa3cd5363,sha1,phishing,critical,opensource_feed_a,2026-08-10T19:00:00,malicious
cdn730.example.com,domain,phishing,medium,opensource_feed_b,2026-08-07T05:00:00,suspicious
d9c9a1a3cdf7c25b180a1f7b9ee904ddc2c9b2c1ceec1f29158f53ebcfe81acb,sha256,botnet,medium,opensource_feed_a,2026-07-20T12:00:00,suspicious
198.51.100.162,ipv4,command_and_control,high,opensource_feed_b,2026-07-29T15:00:00,malicious
198.51.100.1,ipv4,command_and_control,medium,opensource_feed_a,2026-07-12T22:00:00,suspicious
192.0.2.40,ipv4,scanning,high,opensource_feed_b,2026-07-17T06:00:00,benign
update735.example.com,domain,malware_delivery,medium,internal_soc_export,2026-06-10T22:00:00,suspicious
198.51.100.240,ipv4,brute_force,high,opensource_feed_b,2026-07-21T14:00:00,suspicious
cdn737.example.com,domain,command_and_control,high,opensource_feed_a,2026-07-18T13:00:00,suspicious
203.0.113.64,ipv4,phishing,critical,opensource_feed_a,2026-07-22T02:00:00,malicious
5996bbe969402105e63e26bfc0828d4115c9ef16d5510aee39f06e1258e91aae,sha256,scanning,medium,opensource_feed_a,2026-07-13T09:00:00,benign
f7356e652fc3e22bdd06dd65fcead4b7,md5,unknown,medium,opensource_feed_b,2026-08-03T02:00:00,benign
c2b0922e902a9d672ab9b3416136cd6f,md5,command_and_control,low,opensource_feed_b,2026-06-12T22:00:00,benign
203.0.113.105,ipv4,malware_delivery,medium,internal_soc_export,2026-07-27T14:00:00,suspicious
203.0.113.4,ipv4,phishing,high,internal_soc_export,2026-07-24T12:00:00,suspicious
198.51.100.181,ipv4,brute_force,medium,opensource_feed_b,2026-06-15T14:00:00,benign
http://account745.example.org/index,url,unknown,medium,internal_soc_export,2026-07-04T16:00:00,benign
1f52c67f5c476a43accb75046fa071aee47f4cfcc2ab030428efda9aca53b9b4,sha256,scanning,high,opensource_feed_a,2026-06-01T16:00:00,suspicious
http://account747.example.org/login,url,command_and_control,medium,opensource_feed_b,2026-06-09T21:00:00,malicious
static748.example.com,domain,data_exfiltration,high,opensource_feed_a,2026-07-24T05:00:00,suspicious
login749.example.com,domain,phishing,medium,opensource_feed_b,2026-08-06T07:00:00,suspicious
http://account750.example.org/download,url,command_and_control,critical,opensource_feed_a,2026-07-25T13:00:00,malicious
api751.example.com,domain,scanning,medium,opensource_feed_a,2026-07-03T16:00:00,benign
203.0.113.69,ipv4,botnet,low,opensource_feed_a,2026-07-23T17:00:00,benign
192.0.2.38,ipv4,data_exfiltration,low,internal_soc_export,2026-06-28T12:00:00,suspicious
203.0.113.19,ipv4,brute_force,critical,internal_soc_export,2026-07-24T16:00:00,suspicious
http://account755.example.org/index,url,malware_delivery,medium,internal_soc_export,2026-08-10T18:00:00,suspicious
16acb5f9e2ce05f52767f893bbe960e5,md5,unknown,high,opensource_feed_b,2026-08-10T00:00:00,suspicious
203.0.113.51,ipv4,botnet,high,opensource_feed_a,2026-08-10T17:00:00,suspicious
f982425e4647c403e584a9ffb719a0f45eb4c950,sha1,malware_delivery,high,opensource_feed_b,2026-07-11T02:00:00,suspicious
203.0.113.214,ipv4,phishing,critical,opensource_feed_b,2026-06-23T09:00:00,malicious
static760.example.com,domain,botnet,low,internal_soc_export,2026-08-09T14:00:00,benign
473ecd525272bdb2244ded208ed7ffca,md5,phishing,high,internal_soc_export,2026-06-08T01:00:00,suspicious
192.0.2.126,ipv4,data_exfiltration,medium,internal_soc_export,2026-06-06T05:00:00,suspicious
192.0.2.159,ipv4,unknown,critical,internal_soc_export,2026-07-02T19:00:00,suspicious
2309acd603a15a1f9ccaeaf55b580b4456ddccfde06aa9dc020058ed5e1eb896,sha256,malware_delivery,high,opensource_feed_a,2026-08-06T15:00:00,malicious
b06349e8b71c2b0681811da349c0459167c74db972e14d8e7aeb1048a3909c50,sha256,command_and_control,high,internal_soc_export,2026-06-10T10:00:00,suspicious
198.51.100.8,ipv4,brute_force,medium,opensource_feed_b,2026-06-28T02:00:00,benign
203.0.113.155,ipv4,scanning,low,internal_soc_export,2026-07-06T13:00:00,benign
http://secure768.example.org/index,url,scanning,medium,opensource_feed_b,2026-06-25T04:00:00,benign
mail769.example.com,domain,command_and_control,low,opensource_feed_b,2026-08-05T01:00:00,suspicious
http://img770.example.org/index,url,brute_force,medium,internal_soc_export,2026-06-17T19:00:00,benign
static771.example.com,domain,command_and_control,low,opensource_feed_b,2026-07-05T11:00:00,suspicious
cdn772.example.com,domain,data_exfiltration,medium,opensource_feed_a,2026-06-21T19:00:00,suspicious
198.51.100.220,ipv4,brute_force,high,opensource_feed_a,2026-07-13T22:00:00,benign
198.51.100.127,ipv4,scanning,critical,opensource_feed_a,2026-07-25T04:00:00,suspicious
49b75df0259ee54316d35f5fecc4c0600e20b946495d689585f49ece46373111,sha256,scanning,low,opensource_feed_a,2026-07-08T15:00:00,benign
81e3f2ee7a0e78a0a5e6f7f02909c4072b3fe799,sha1,unknown,medium,opensource_feed_b,2026-06-14T20:00:00,benign
http://secure777.example.org/login,url,malware_delivery,high,opensource_feed_b,2026-06-29T10:00:00,malicious
dc8c42dc8dbefde8c8078e14ea27e2e9cd85827ad613c19ffb33d5f125f3d8c9,sha256,brute_force,high,internal_soc_export,2026-07-22T10:00:00,suspicious
192.0.2.234,ipv4,command_and_control,low,opensource_feed_b,2026-06-05T17:00:00,suspicious
update780.example.com,domain,unknown,medium,opensource_feed_a,2026-07-26T09:00:00,benign
static781.example.com,domain,phishing,low,opensource_feed_b,2026-07-31T06:00:00,benign
198.51.100.116,ipv4,brute_force,high,opensource_feed_b,2026-06-01T15:00:00,suspicious
198.51.100.91,ipv4,data_exfiltration,medium,opensource_feed_a,2026-06-04T07:00:00,suspicious
40d7f1ab63502c5352c5068cceef76c7,md5,scanning,medium,opensource_feed_a,2026-06-27T04:00:00,benign
http://secure785.example.org/login,url,phishing,high,opensource_feed_a,2026-06-02T22:00:00,malicious
192.0.2.113,ipv4,scanning,high,internal_soc_export,2026-06-23T20:00:00,benign
http://account787.example.org/index,url,phishing,medium,internal_soc_export,2026-06-10T14:00:00,malicious
login788.example.com,domain,command_and_control,high,internal_soc_export,2026-07-18T13:00:00,malicious
login789.example.com,domain,malware_delivery,critical,internal_soc_export,2026-06-08T11:00:00,malicious
203.0.113.4,ipv4,botnet,medium,opensource_feed_a,2026-06-11T13:00:00,suspicious
203.0.113.99,ipv4,botnet,high,internal_soc_export,2026-07-04T15:00:00,suspicious
6e2ddfe78a62ea905c8fa46185a99aedbc91f691e8669805b85fed22f48d5439,sha256,botnet,high,opensource_feed_b,2026-07-05T15:00:00,suspicious
mail793.example.com,domain,scanning,high,opensource_feed_a,2026-08-05T14:00:00,benign
198.51.100.14,ipv4,malware_delivery,high,opensource_feed_b,2026-06-17T12:00:00,suspicious
http://secure795.example.org/login,url,command_and_control,low,opensource_feed_b,2026-07-08T11:00:00,suspicious
198.51.100.50,ipv4,scanning,medium,internal_soc_export,2026-06-01T10:00:00,benign
203.0.113.219,ipv4,command_and_control,medium,internal_soc_export,2026-07-10T12:00:00,suspicious
192.0.2.194,ipv4,data_exfiltration,medium,opensource_feed_b,2026-06-23T18:00:00,suspicious
bb5fbf709852e6407f0ec7e687ed69ed85bccbf39145585774c5bdb5d182ed09,sha256,brute_force,high,internal_soc_export,2026-08-07T17:00:00,suspicious
192.0.2.164,ipv4,unknown,high,opensource_feed_a,2026-07-05T15:00:00,benign
mail801.example.com,domain,phishing,medium,internal_soc_export,2026-07-20T11:00:00,suspicious
static802.example.com,domain,scanning,critical,opensource_feed_a,2026-07-06T17:00:00,suspicious
192.0.2.84,ipv4,botnet,critical,opensource_feed_a,2026-06-26T11:00:00,malicious
992e6d8eafb5781246f3c8100af576d4c1ffca09,sha1,unknown,critical,opensource_feed_b,2026-07-20T22:00:00,suspicious
http://verify805.example.org/download,url,malware_delivery,critical,opensource_feed_b,2026-06-19T06:00:00,malicious
cdn806.example.com,domain,scanning,high,opensource_feed_a,2026-07-19T22:00:00,benign
e13182a762b9dbac2ff661eaa8af513a,md5,malware_delivery,low,internal_soc_export,2026-06-07T07:00:00,benign
